Name,EventName,Result,Rank,Note,Seconds,Date,City,MeetName,PoolName,LengthMeters
Bai Ou,200m Freestyle,2:53.65,,100米1:24.41,173.65,2025-08-21,Chiang Mai,Test match,Kittiya,25
